FID_,Id,ORIG_FID,x,y
,0,332,-84.3905046161,33.6790321312
,0,333,-84.3872691394,33.6790379491
,0,334,-84.3840336617,33.6790436822
,0,335,-84.3807981832,33.6790493306
,0,336,-84.3775627037,33.6790548944
,0,337,-84.3743272234,33.6790603734
,0,338,-84.3710917422,33.6790657677
,0,339,-84.3678562602,33.6790710773
,0,340,-84.3646207773,33.6790763022
,0,341,-84.3613852935,33.6790814424
,0,342,-84.358149809,33.6790864979
,0,343,-84.3549143237,33.6790914687
,0,344,-84.3516788376,33.6790963548
,0,345,-84.3484433507,33.6791011561
,0,346,-84.5458180226,33.6813582145
,0,347,-84.5425825048,33.6813680991
,0,348,-84.5393469853,33.681377899
,0,349,-84.5361114643,33.6813876141
,0,350,-84.5328759418,33.6813972446
,0,351,-84.5296404177,33.6814067903
,0,352,-84.5264048921,33.6814162514
,0,353,-84.523169365,33.6814256277
,0,354,-84.5199338364,33.6814349193
,0,355,-84.5166983063,33.6814441262
,0,356,-84.5134627748,33.6814532484
,0,357,-84.5102272418,33.6814622859
,0,358,-84.5069917074,33.6814712387
,0,359,-84.5037561716,33.6814801067
,0,360,-84.5005206343,33.6814888901
,0,361,-84.4972850957,33.6814975887
,0,362,-84.4940495556,33.6815062027
,0,363,-84.4908140142,33.6815147319
,0,364,-84.4875784715,33.6815231764
,0,365,-84.4163962156,33.6816875237
,0,366,-84.4131606454,33.6816940198
,0,367,-84.4099250742,33.6817004312
,0,368,-84.406689502,33.6817067579
,0,369,-84.4034539287,33.6817129999
,0,370,-84.4002183545,33.6817191572
,0,371,-84.3969827793,33.6817252298
,0,372,-84.3937472031,33.6817312177
,0,373,-84.390511626,33.6817371208
,0,374,-84.387276048,33.6817429392
,0,375,-84.384040469,33.6817486729
,0,376,-84.3808048891,33.6817543219
,0,377,-84.3775693084,33.6817598862
,0,378,-84.3743337267,33.6817653658
,0,379,-84.3710981442,33.6817707607
,0,380,-84.3678625608,33.6817760708
,0,381,-84.3646269766,33.6817812963
,0,382,-84.3613913916,33.681786437
,0,383,-84.3581558057,33.681791493
,0,384,-84.354920219,33.6817964643
,0,385,-84.3516846316,33.6818013508
,0,386,-84.3484490434,33.6818061527
,0,387,-84.5458298975,33.6840631644
,0,388,-84.5425942783,33.6840730499
,0,389,-84.5393586575,33.6840828508
,0,390,-84.5361230352,33.684092567
,0,391,-84.5328874113,33.6841021984
,0,392,-84.5296517859,33.6841117451
,0,393,-84.526416159,33.6841212071
,0,394,-84.5231805305,33.6841305844
,0,395,-84.5199449006,33.6841398769
,0,396,-84.5167092692,33.6841490848
,0,397,-84.5134736364,33.6841582079
,0,398,-84.510238002,33.6841672463
,0,399,-84.5070023663,33.6841762
,0,400,-84.5037667291,33.6841850689
,0,401,-84.5005310905,33.6841938532
,0,402,-84.4972954506,33.6842025527
,0,403,-84.4940598092,33.6842111675
,0,404,-84.4908241665,33.6842196976
,0,405,-84.4875885224,33.684228143
,0,406,-84.4164040371,33.684392507
,0,407,-84.4131683656,33.6843990038
,0,408,-84.4099326931,33.6844054159
,0,409,-84.4066970195,33.6844117432
,0,410,-84.4034613449,33.6844179858
,0,411,-84.4002256694,33.6844241438
,0,412,-84.3969899928,33.6844302169
,0,413,-84.3937543153,33.6844362054
,0,414,-84.3905186369,33.6844421092
,0,415,-84.3872829575,33.6844479282
,0,416,-84.3840472772,33.6844536625
,0,417,-84.380811596,33.6844593121
,0,418,-84.3775759139,33.6844648769
,0,419,-84.3743402309,33.6844703571
,0,420,-84.371104547,33.6844757525
,0,421,-84.3678688623,33.6844810631
,0,422,-84.3646331768,33.6844862891
,0,423,-84.3613974904,33.6844914304
,0,424,-84.3581618032,33.6844964869
,0,425,-84.3549261152,33.6845014587
,0,426,-84.3516904264,33.6845063457
,0,427,-84.3484547369,33.6845111481
,0,428,-84.5458417739,33.686768113
,0,429,-84.5426060534,33.6867779996
,0,430,-84.5393703313,33.6867878014
,0,431,-84.5361346076,33.6867975186
,0,432,-84.5328988824,33.686807151
,0,433,-84.5296631556,33.6868166987
,0,434,-84.5264274273,33.6868261616
,0,435,-84.5231916976,33.6868355399
,0,436,-84.5199559663,33.6868448334
,0,437,-84.5167202336,33.6868540421
,0,438,-84.5134844994,33.6868631662
,0,439,-84.5102487637,33.6868722055
,0,440,-84.5070130266,33.6868811601
,0,441,-84.5037772881,33.68689003
,0,442,-84.5005415482,33.6868988151
,0,443,-84.4973058068,33.6869075155
,0,444,-84.4940700641,33.6869161312
,0,445,-84.4908343201,33.6869246622
,0,446,-84.4875985746,33.6869331084
,0,447,-84.4164118597,33.6870974891
,0,448,-84.4131760869,33.6871039866
,0,449,-84.409940313,33.6871103993
,0,450,-84.406704538,33.6871167273
,0,451,-84.4034687621,33.6871229706
,0,452,-84.4002329852,33.6871291291
,0,453,-84.3969972073,33.6871352029
,0,454,-84.3937614285,33.687141192
,0,455,-84.3905256487,33.6871470963
,0,456,-84.387289868,33.687152916
,0,457,-84.3840540863,33.6871586508
,0,458,-84.3808183037,33.687164301
,0,459,-84.3775825203,33.6871698664
,0,460,-84.3743467359,33.6871753471
,0,461,-84.3711109507,33.6871807431
,0,462,-84.3678751647,33.6871860543
,0,463,-84.3646393778,33.6871912808
,0,464,-84.36140359,33.6871964225
,0,465,-84.3581678015,33.6872014796
,0,466,-84.3549320121,33.6872064519
,0,467,-84.351696222,33.6872113395
,0,468,-84.3484604311,33.6872161423
,0,469,-84.545853652,33.6894730604
,0,470,-84.5426178301,33.689482948
,0,471,-84.5393820066,33.6894927509
,0,472,-84.5361461816,33.689502469
,0,473,-84.532910355,33.6895121024
,0,474,-84.5296745269,33.6895216511
,0,475,-84.5264386972,33.689531115
,0,476,-84.5232028661,33.6895404942
,0,477,-84.5199670335,33.6895497886
,0,478,-84.5167311994,33.6895589983
,0,479,-84.5134953638,33.6895681233
,0,480,-84.5102595268,33.6895771635
,0,481,-84.5070236883,33.6895861191
,0,482,-84.5037878485,33.6895949898
,0,483,-84.5005520072,33.6896037759
,0,484,-84.4973161645,33.6896124772
,0,485,-84.4940803204,33.6896210937
,0,486,-84.490844475,33.6896296255
,0,487,-84.4876086282,33.6896380726
,0,488,-84.4843727801,33.689646435
,0,489,-84.4164196834,33.6898024701
,0,490,-84.4131838091,33.6898089682
,0,491,-84.4099479339,33.6898153816
,0,492,-84.4067120576,33.6898217102
,0,493,-84.4034761803,33.6898279541
,0,494,-84.400240302,33.6898341133
,0,495,-84.3970044228,33.6898401877
,0,496,-84.3937685426,33.6898461774
,0,497,-84.3905326614,33.6898520823
,0,498,-84.3872967793,33.6898579025
,0,499,-84.3840608963,33.689863638
,0,500,-84.3808250124,33.6898692887
,0,501,-84.3775891276,33.6898748547
,0,502,-84.3743532418,33.689880336
,0,503,-84.3711173553,33.6898857325
,0,504,-84.3678814678,33.6898910442
,0,505,-84.3646455796,33.6898962713
,0,506,-84.3614096905,33.6899014136
,0,507,-84.3581738006,33.6899064711
,0,508,-84.3549379099,33.6899114439
,0,509,-84.3517020184,33.689916332
,0,510,-84.3484661261,33.6899211353
,0,511,-84.5458655316,33.6921780067
,0,512,-84.5426296083,33.6921878953
,0,513,-84.5393936835,33.6921976992
,0,514,-84.5361577571,33.6922074183
,0,515,-84.5329218291,33.6922170526
,0,516,-84.5296858996,33.6922266023
,0,517,-84.5264499686,33.6922360671
,0,518,-84.5232140361,33.6922454473
,0,519,-84.5199781021,33.6922547427
,0,520,-84.5167421667,33.6922639533
,0,521,-84.5135062297,33.6922730792
,0,522,-84.5102702913,33.6922821204
,0,523,-84.5070343515,33.6922910768
,0,524,-84.5037984103,33.6922999485
,0,525,-84.5005624676,33.6923087354
,0,526,-84.4973265236,33.6923174376
,0,527,-84.4940905781,33.692326055
,0,528,-84.4908546313,33.6923345877
,0,529,-84.4876186832,33.6923430357
,0,530,-84.4843827337,33.6923513989
,0,531,-84.4811467828,33.6923596773
,0,532,-84.4779108307,33.6923678711
,0,533,-84.416427508,33.6925074498
,0,534,-84.4131915324,33.6925139486
,0,535,-84.4099555558,33.6925203626
,0,536,-84.4067195781,33.6925266919
,0,537,-84.4034835995,33.6925329365
,0,538,-84.4002476198,33.6925390963
,0,539,-84.3970116392,33.6925451713
,0,540,-84.3937756576,33.6925511616
,0,541,-84.3905396751,33.6925570671
,0,542,-84.3873036916,33.6925628879
,0,543,-84.3840677072,33.692568624
,0,544,-84.3808317219,33.6925742753
,0,545,-84.3775957357,33.6925798418
,0,546,-84.3743597486,33.6925853236
,0,547,-84.3711237607,33.6925907207
,0,548,-84.3678877719,33.692596033
,0,549,-84.3646517822,33.6926012606
,0,550,-84.3614157917,33.6926064034
,0,551,-84.3581798005,33.6926114614
,0,552,-84.3549438084,33.6926164348
,0,553,-84.3517078155,33.6926213233
,0,554,-84.3484718218,33.6926261271
,0,555,-84.5458774128,33.6948829518
,0,556,-84.5426413881,33.6948928414
,0,557,-84.5394053619,33.6949026462
,0,558,-84.5361693341,33.6949123663
,0,559,-84.5329333048,33.6949220017
,0,560,-84.5296972739,33.6949315523
,0,561,-84.5264612415,33.6949410181
,0,562,-84.5232252076,33.6949503992
,0,563,-84.5199891723,33.6949596955
,0,564,-84.5167531354,33.6949689071
,0,565,-84.5135170971,33.694978034
,0,566,-84.5102810573,33.694987076
,0,567,-84.5070450161,33.6949960334
,0,568,-84.5038089735,33.6950049059
,0,569,-84.5005729294,33.6950136938
,0,570,-84.497336884,33.6950223968
,0,571,-84.4941008372,33.6950310152
,0,572,-84.490864789,33.6950395487
,0,573,-84.4876287394,33.6950479975
,0,574,-84.4843926885,33.6950563616
,0,575,-84.4811566363,33.6950646409
,0,576,-84.4779205828,33.6950728354
,0,577,-84.4164353338,33.6952124284
,0,578,-84.4131992568,33.6952189278
,0,579,-84.4099631787,33.6952253425
,0,580,-84.4067270997,33.6952316724
,0,581,-84.4034910197,33.6952379176
,0,582,-84.4002549386,33.695244078
,0,583,-84.3970188566,33.6952501537
,0,584,-84.3937827736,33.6952561446
,0,585,-84.3905466897,33.6952620508
,0,586,-84.3873106048,33.6952678721
,0,587,-84.384074519,33.6952736088
,0,588,-84.3808384323,33.6952792607
,0,589,-84.3776023448,33.6952848278
,0,590,-84.3743662563,33.6952903101
,0,591,-84.3711301669,33.6952957077
,0,592,-84.3678940767,33.6953010206
,0,593,-84.3646579857,33.6953062487
,0,594,-84.3614218938,33.695311392
,0,595,-84.3581858011,33.6953164506
,0,596,-84.3549497077,33.6953214244
,0,597,-84.3517136134,33.6953263135
,0,598,-84.3484775183,33.6953311178
,0,599,-84.5458892956,33.6975878956
,0,600,-84.5426531695,33.6975977862
,0,601,-84.5394170419,33.6976075921
,0,602,-84.5361809127,33.6976173132
,0,603,-84.532944782,33.6976269495
,0,604,-84.5297086497,33.6976365011
,0,605,-84.5264725159,33.6976459679
,0,606,-84.5232363806,33.6976553499
,0,607,-84.5200002439,33.6976646472
,0,608,-84.5167641056,33.6976738597
,0,609,-84.5135279659,33.6976829875
,0,610,-84.5102918247,33.6976920305
,0,611,-84.5070556821,33.6977009887
,0,612,-84.5038195381,33.6977098622
,0,613,-84.5005833926,33.6977186509
,0,614,-84.4973472458,33.6977273549
,0,615,-84.4941110976,33.6977359741
,0,616,-84.490874948,33.6977445085
,0,617,-84.487638797,33.6977529582
,0,618,-84.4844026447,33.6977613231
,0,619,-84.4811664911,33.6977696032
,0,620,-84.4779303362,33.6977777986
,0,621,-84.47469418,33.6977859092
,0,622,-84.4714580224,33.6977939351
,0,623,-84.4682218636,33.6978018762
,0,624,-84.4649857036,33.6978097325
,0,625,-84.4617495423,33.6978175041
,0,626,-84.4585133797,33.6978251909
,0,627,-84.455277216,33.6978327929
,0,628,-84.452041051,33.6978403102
,0,629,-84.4488048848,33.6978477427
,0,630,-84.4293878636,33.6978905577
,0,631,-84.4261516894,33.6978973969
,0,632,-84.4229155142,33.6979041513
,0,633,-84.4196793379,33.6979108209
,0,634,-84.4164431605,33.6979174058
,0,635,-84.4132069821,33.6979239059
,0,636,-84.4099708027,33.6979303212
,0,637,-84.4067346223,33.6979366518
,0,638,-84.4034984408,33.6979428976
,0,639,-84.4002622584,33.6979490586
,0,640,-84.3970260749,33.6979551349
,0,641,-84.3937898906,33.6979611264
,0,642,-84.3905537052,33.6979670332
,0,643,-84.387317519,33.6979728552
,0,644,-84.3840813318,33.6979785924
,0,645,-84.3808451437,33.6979842448
,0,646,-84.3776089547,33.6979898125
,0,647,-84.3743727648,33.6979952954
,0,648,-84.371136574,33.6980006936
,0,649,-84.3679003824,33.698006007
,0,650,-84.36466419,33.6980112356
,0,651,-84.3614279967,33.6980163795
,0,652,-84.3581918026,33.6980214386
,0,653,-84.3549556077,33.6980264129
,0,654,-84.3517194121,33.6980313024
,0,655,-84.3484832156,33.6980361072
,0,656,-84.5459011799,33.7002928383
,0,657,-84.5426649525,33.7003027299
,0,658,-84.5394287234,33.7003125368
,0,659,-84.5361924928,33.7003222589
,0,660,-84.5329562607,33.7003318962
,0,661,-84.529720027,33.7003414487
,0,662,-84.5264837918,33.7003509165
,0,663,-84.5232475551,33.7003602995
,0,664,-84.5200113169,33.7003695977
,0,665,-84.5167750773,33.7003788112
,0,666,-84.5135388361,33.7003879399
,0,667,-84.5103025936,33.7003969838
,0,668,-84.5070663495,33.7004059429
,0,669,-84.5038301041,33.7004148173
,0,670,-84.5005938572,33.7004236069
,0,671,-84.497357609,33.7004323118
,0,672,-84.4941213594,33.7004409318
,0,673,-84.4908851083,33.7004494671
,0,674,-84.487648856,33.7004579177
,0,675,-84.4844126023,33.7004662834
,0,676,-84.4811763473,33.7004745644
,0,677,-84.4779400909,33.7004827606
,0,678,-84.4747038333,33.700490872
,0,679,-84.4714675743,33.7004988987
,0,680,-84.4682313141,33.7005068406
,0,681,-84.4649950526,33.7005146977
,0,682,-84.4617587899,33.7005224701
,0,683,-84.458522526,33.7005301577
,0,684,-84.4552862608,33.7005377605
,0,685,-84.4520499944,33.7005452785
,0,686,-84.4488137268,33.7005527118
,0,687,-84.4423411881,33.700567324
,0,688,-84.4391049171,33.700574503
,0,689,-84.4358686448,33.7005815971
,0,690,-84.4326323715,33.7005886065
,0,691,-84.429396097,33.7005955312
,0,692,-84.4261598215,33.700602371
,0,693,-84.4229235448,33.7006091261
,0,694,-84.4196872671,33.7006157964
,0,695,-84.4164509884,33.700622382
,0,696,-84.4132147085,33.7006288827
,0,697,-84.4099784277,33.7006352987
,0,698,-84.4067421458,33.7006416299
,0,699,-84.403505863,33.7006478764
,0,700,-84.4002695791,33.7006540381
,0,701,-84.3970332943,33.700660115
,0,702,-84.3937970085,33.7006661071
